Item ID,Title/Description,Idioma
ITEM-187118,BBL ESW: Raw Competition: Analysis of the Food-Energy-Water Nexus in Chile and Perú Analysis of the Food-Energy-Water Nexus in Chile and Perú,Ingles 
ITEM-187119,Spanish 401 - HQ Group Classes - Language and Culture Program,Ingles 
ITEM-187120,Semana Sectorial INE/WSA 2018 Semana Sectorial en el marco del 8vo FMA 2018,Español 
ITEM-187121,Taller INO-WSA Presentar el plan de trabajo de INO a WSA 2018,Español 
ITEM-187122,Tracking Global Surface Water Dynamics from the Space Present the The Global Water Watch model,Ingles 
ITEM-187123,"INE Talks - Special Conference: ""Innovation in the Utilities of the Future"" - Dr Fereidoon SioshansI Presentation and Discussion with Dr Freidoon Sioshansi",Ingles 
ITEM-187124,Spanish 402 - HQ Group Classes - Language and Culture Program,Ingles 
ITEM-187125,Taller Lazos de Agua Presentación de la iniciativa Lazos de Agua,Español 
ITEM-187126,Curso Hydro-BID en la Universidad Nacional de Itapú Curso Hydro-BID en la Universidad Nacional de Itapú,Español 
ITEM-187127,Spanish 403 - HQ Group Classes - Language and Culture Program,Ingles 
ITEM-187128,Participación de Lynn Scholl en evento CLAPTU Colombia,Español 
ITEM-187129,Foro COMPASS-Transparencia El objetivo es promover el Programa COMPASS y AquaRating en Colombia,Español 
ITEM-187131,BBL Red de coder - Machine learning en la administración tributaria Espacio abierto e informal para compartir novedades y experiencias sobre lo que nuestros colegas en el banco están haciendo en temas tecnológicos.,Español 
ITEM-187132,"Launch CaSA Program This event will launch the Capacity Building, Asset Management and Advisory Serices Pilot (CaSA) Program. This session is the kick-off event of the Working Work.",Ingles 
ITEM-187133,Savvy FIN Women Luncheon This session is part of the Women’s Career Energizer Program and will promote an exchange of office savvy experience between senior FIN Women and the WCEP cohort.,Ingles 
ITEM-187134,Hydro-BID: Herramienta para el análisis de los efectos del cambio climático Taller Hydro-BID: Herramienta para el análisis de los efectos del cambio climático y la planificación de los recursos hídricos en América Latina y el Caribe,Español 
ITEM-187135,Eye on Latin America at World Water Week 2018 Reunión Anual de Eye on LAC en la Semana Mundial del Agua de SIWI,Español 
ITEM-187136,"14th High-Level Forum of Caribbean Ministers Responsible for Water To bring together ministers, technical advisors and development partners in a high level political
and policy forum to review and provide endorsement and support for the Strategic Action Plan
(SAP) for Governance and Building Climate Resilience in the Water Sector in the Caribbean.",Ingles 
ITEM-187137,"Taller AquaRating como parte del Caribbean Water and Wastewater Association Conference (CWWA) Desarrollar un taller de conocimiento general, conceptos, práctica e interpretación de resultados en la aplicación del AquaRating, en el marco del Caribbean Water and Wastewater Association Conference (CWWA) 2018.",Español 
ITEM-187138,"Taller Sinergias de Comunicación IFD-KIC To learn about IFD division communicators roles and reinforce knowledge of the IDB Communications Guide
To build trust and foster collaboration among IFD communicators and the front office 
To understand the communicators roles in their respective units 
To receive feedback and suggestions for KIC potential services",Ingles 
ITEM-187139,"Red Latinoamericana de Economía de la Innovación y el Emprendimiento Objetivo: fortalecer la calidad de la investigación en temas de innovación y emprendimiento, contribuir a la formación de jóvenes investigadores y aumentar la visibilidad de la investigación en estas áreas",Español 
ITEM-187140,"Taller Equipo Paía República Dominicana Desarrollar un Equipo de País de alto rendimiento, y contar con espacios para la integración y la innovación.",Español 
ITEM-187141,TRD Learning Series: IDB Art Collection Tour Tour/Presentación.,Español 
ITEM-187142,"Evaluación PMR Este examen está disponible en Inglés y Español. A modo preparatorio, puedes consultar los cursos recomendados que se citan a continuación y que podrás encontrar en Mylearning portal:

-PMR: visión General 
-PMR a la aprobación 
-PMR: revisión de la planificación a la elegibilidad
-PMR durante la ejecución de un proyecto
-Validación del PMR 
-PMR: clasificación de desempeño 

Para acceder al examen ir a: https://indesvirtual.iadb.org/course/view.php?id=1150",Español 
ITEM-187143,"Learn the basics of American Sign Language During these six sessions, you will learn the basics of American Sign Language! Hurry up and register, there are only 12 slots available!

The instructor is Dayamarali Espinosa, IDB Intern (Born deaf, speaks 5 languages, loves to dance, hear music and, learn languages and culture.  A former violin player.)
6 sessions – Fridays (From July 13 to August 10) + Wednesday August 15
12:30 – 1:30pm 
Classroom: SW0311",Ingles 
ITEM-187144,Working with the Media Learn how to prepare for and give an interview with media.,Ingles 
ITEM-187145,Orientation Seminar for IDB Invest's New Employees July 2018 The purpose of the Orientation Seminar for IDB Invest’s New Employees is to shorten the learning curve of new employees and facilitate their integration into the IDB Invest Culture. The Orientation seminar is an opportunity to learn about the key aspects of IDB Invest’s business and interact with management and colleagues.,Ingles 
ITEM-187146,Orientation Seminar for IDB Invest's New Employees July 2018 - HR HR Session,Ingles 
ITEM-187147,Orientation Seminar for IDB Invest's New Employees July 2018 - Ethic Ethic Session,Ingles 
ITEM-187148,"SESION DE ENTRENAMIENTO FOMIN/ITE: TODO SOBRE CONVERGENCIA La sesion cubrira aspectos practicos de los modulos mas utilizados del sistema Convergencia para el FOMIN como creacion y registro de operaciones, alineamiento estratégico y ciclo de vida de los proyectos.",Español 
ITEM-187149,Taller Public Speaking CCS - KIC El staff del banco necesita estar capacitado en comunicaciones en publico y presentaciones en audiencias clave.,Español 
ITEM-187150,"GEOLAC 2018 - Pre and Post IDB Meetings of Geothermal Congress for Latin America and the Caribbean Geothermal Power in Mexico; FROM NORTH TO SOUTH: CHALLENGES AND LESSONS LEARNED 
GEOTHERMAL INITIATIVES IN LATIN AMERICA",Ingles 
ITEM-187151,"White Paper Cutting Edge Metropolitan Governance in Latin America and the Caribbean This will involve some Literature Review of scholarly material in the fields of Common Pool Resources, Game Theory and Political Economy as they pertain to Metropolitan Governance but will mostly focus on the applications of the ICA framework itself to metropolitan governance in LAC",Ingles 
ITEM-187152,Working with virtual teams - Workshop The objective of this training is to provide effective facilitation techniques to plan and implement a knowledge transfer process.,Ingles 
ITEM-187153,BWise Training TBD.,Ingles 
ITEM-187154,"Train the Trainers The objective of this session is to build trust within the teams, communicate more effectively with remote teams, and overcome the inherent challenges of working virtually.",Ingles 
ITEM-187155,Taller Jefes de Operaciones y Coordinadores CSC Impulsar la agenda de CSC en la región desde el rol de los Jefes de Operaciones y Coordinadores temáticos de CSC,Español 
ITEM-187156,"TRD Learning Series: Financial Risk Report Este taller tiene como objetivo profundizar conocimientos técnicos relativos al Reporte Financiero de Riesgo y discutir la terminología específica del tema: 
1) Capital Adequacy; 2) Credit Risk; 3) Market Risk; y 4) Operational Risk. 

Instructor: Federico Galizia

Sala: NE-801",Español 
ITEM-187157,"TRD Learning Series: Asset Management for Borrowing Countries Este taller tiene como objetivo adquirir conocimientos técnicos relativos a nuevos instrumentos financieros del Banco, discutir la terminología específica del tema y temas de interés para la Sección: 

1) Capacity Building, Asset Management Service and Advisory Services; 2) Global Capital Markets Advisory; y 3) Covered Bonds. 



Instructor: Francisco Ramón Ruiz García

Sala: NW-1035",Español 
